condition,incident_id,family,depth,provenance,edge_loss,rwh,descendant_recall,descendant_precision,bsr,rts,false_repair_rate,uer,drr,oh_fhir_reads,oh_model_calls,oh_replays,oh_writes,n_true_contaminated,n_neutralised,n_touched,n_clean,n_retained,n_repaired,n_followups,n_wrong_followups,oh_wall_seconds,oh_capsules,oh_capsule_bytes,oh_rounds
E,INC-F1-T-ID-01-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,3,0,0,4,4,0,2,1,0.0068,3.0,2476.0,1.0
F,INC-F1-T-ID-01-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,3,7,4,0,0,2,0,0.0668,24.0,22233.0,2.0
G,INC-F1-T-ID-01-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3,3,3,4,4,0,2,0,,,,
H,INC-F1-T-ID-01-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,4,3,3,3,3,3,4,4,3,2,0,,,,
I,INC-F1-T-ID-01-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,17,10,3,3,3,3,4,4,3,2,0,0.0857,12.0,11127.0,2.0
A,INC-F1-T-ID-06-d3-complete-s0,F1,3,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
B,INC-F1-T-ID-06-d3-complete-s0,F1,3,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
C,INC-F1-T-ID-06-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3,3,7,4,0,0,2,0,,,,
D,INC-F1-T-ID-06-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9,6,3,0,3,3,3,4,4,0,2,0,0.0572,12.0,11214.0,3.0
E,INC-F1-T-ID-06-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14,10,6,3,3,3,3,4,4,3,2,0,0.0617,12.0,11214.0,3.0
F,INC-F1-T-ID-06-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,3,7,4,0,0,2,0,0.0887,24.0,22323.0,2.0
G,INC-F1-T-ID-06-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3,3,3,4,4,0,2,0,,,,
H,INC-F1-T-ID-06-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,4,3,3,3,3,3,4,4,3,2,0,,,,
I,INC-F1-T-ID-06-d3-complete-s0,F1,3,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,17,10,3,3,3,3,4,4,3,2,0,0.0733,12.0,11214.0,2.0
A,INC-F1-T-ID-06-d3-random20-s0,F1,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
B,INC-F1-T-ID-06-d3-random20-s0,F1,3,random20,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
C,INC-F1-T-ID-06-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3,3,7,4,0,0,2,0,,,,
D,INC-F1-T-ID-06-d3-random20-s0,F1,3,random20,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,0.0,0.0,0.0,5,4,2,0,3,2,2,4,4,0,2,1,0.0276,9.0,7969.0,3.0
E,INC-F1-T-ID-06-d3-random20-s0,F1,3,random20,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,0.0,0.0,0.0,8,7,4,2,3,2,2,4,4,2,2,1,0.0301,9.0,7969.0,3.0
F,INC-F1-T-ID-06-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,3,7,4,0,0,2,0,0.0735,24.0,22330.0,2.0
G,INC-F1-T-ID-06-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3,3,3,4,4,0,2,0,,,,
H,INC-F1-T-ID-06-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,4,3,3,3,3,3,4,4,3,2,0,,,,
I,INC-F1-T-ID-06-d3-random20-s0,F1,3,random20,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,17,10,3,3,3,3,4,4,3,2,0,0.0782,12.0,11218.0,2.0
A,INC-F1-T-ID-06-d3-random40-s0,F1,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
B,INC-F1-T-ID-06-d3-random40-s0,F1,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
C,INC-F1-T-ID-06-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3,3,7,4,0,0,2,0,,,,
D,INC-F1-T-ID-06-d3-random40-s0,F1,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,3,0,0,4,4,0,2,1,0.0141,3.0,2461.0,1.0
E,INC-F1-T-ID-06-d3-random40-s0,F1,3,random40,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,3,0,0,4,4,0,2,1,0.0069,3.0,2461.0,1.0
F,INC-F1-T-ID-06-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,3,7,4,0,0,2,0,0.0657,24.0,22367.0,2.0
G,INC-F1-T-ID-06-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3,3,3,4,4,0,2,0,,,,
H,INC-F1-T-ID-06-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,4,3,3,3,3,3,4,4,3,2,0,,,,
I,INC-F1-T-ID-06-d3-random40-s0,F1,3,random40,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,17,10,3,3,3,3,4,4,3,2,0,0.0594,12.0,11211.0,2.0
A,INC-F1-T-ID-06-d3-random60-s0,F1,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
B,INC-F1-T-ID-06-d3-random60-s0,F1,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
C,INC-F1-T-ID-06-d3-random60-s0,F1,3,random60,0.6666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3,3,7,4,0,0,2,0,,,,
D,INC-F1-T-ID-06-d3-random60-s0,F1,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,3,0,0,4,4,0,2,1,0.0095,3.0,2479.0,1.0
E,INC-F1-T-ID-06-d3-random60-s0,F1,3,random60,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,3,0,0,4,4,0,2,1,0.007,3.0,2479.0,1.0
F,INC-F1-T-ID-06-d3-random60-s0,F1,3,random60,0.6666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,3,7,4,0,0,2,0,0.0641,24.0,22331.0,2.0
G,INC-F1-T-ID-06-d3-random60-s0,F1,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3,3,3,4,4,0,2,0,,,,
H,INC-F1-T-ID-06-d3-random60-s0,F1,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,4,3,3,3,3,3,4,4,3,2,0,,,,
I,INC-F1-T-ID-06-d3-random60-s0,F1,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,17,10,3,3,3,3,4,4,3,2,0,0.061,12.0,11237.0,2.0
A,INC-F1-T-ID-06-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
B,INC-F1-T-ID-06-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,3,0,0,4,4,0,2,1,,,,
C,INC-F1-T-ID-06-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3,3,7,4,0,0,2,0,,,,
D,INC-F1-T-ID-06-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,3,0,0,4,4,0,2,1,0.0092,3.0,2478.0,1.0
E,INC-F1-T-ID-06-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,3,0,0,4,4,0,2,1,0.0088,3.0,2478.0,1.0
F,INC-F1-T-ID-06-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,3,3,7,4,0,0,2,0,0.0706,24.0,22352.0,2.0
G,INC-F1-T-ID-06-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3,3,3,4,4,0,2,0,,,,
H,INC-F1-T-ID-06-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,4,3,3,3,3,3,4,4,3,2,0,,,,
I,INC-F1-T-ID-06-d3-targeted-s0,F1,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,17,10,3,3,3,3,4,4,3,2,0,0.0591,12.0,11232.0,2.0
A,INC-F1-T-ID-01-d4-complete-s0,F1,4,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
B,INC-F1-T-ID-01-d4-complete-s0,F1,4,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
C,INC-F1-T-ID-01-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0,0,0,0,4,4,9,5,0,0,2,0,,,,
D,INC-F1-T-ID-01-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12,8,4,0,4,4,4,5,5,0,2,0,0.0544,15.0,13580.0,4.0
E,INC-F1-T-ID-01-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18,13,8,4,4,4,4,5,5,4,2,0,0.0562,15.0,13580.0,4.0
F,INC-F1-T-ID-01-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4,4,9,5,0,0,2,0,0.091,30.0,27162.0,2.0
G,INC-F1-T-ID-01-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4,4,4,5,5,0,2,0,,,,
H,INC-F1-T-ID-01-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,5,4,4,4,4,4,5,5,4,2,0,,,,
I,INC-F1-T-ID-01-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32,22,13,4,4,4,4,5,5,4,2,0,0.0828,15.0,13580.0,2.0
A,INC-F1-T-ID-01-d4-random20-s0,F1,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
B,INC-F1-T-ID-01-d4-random20-s0,F1,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
C,INC-F1-T-ID-01-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0,0,0,0,4,4,9,5,0,0,2,0,,,,
D,INC-F1-T-ID-01-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12,8,4,0,4,4,4,5,5,0,2,0,0.0553,15.0,13565.0,4.0
E,INC-F1-T-ID-01-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18,13,8,4,4,4,4,5,5,4,2,0,0.0663,15.0,13565.0,4.0
F,INC-F1-T-ID-01-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4,4,9,5,0,0,2,0,0.0866,30.0,27139.0,2.0
G,INC-F1-T-ID-01-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4,4,4,5,5,0,2,0,,,,
H,INC-F1-T-ID-01-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,5,4,4,4,4,4,5,5,4,2,0,,,,
I,INC-F1-T-ID-01-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32,22,13,4,4,4,4,5,5,4,2,0,0.0759,15.0,13565.0,2.0
A,INC-F1-T-ID-01-d4-random40-s0,F1,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
B,INC-F1-T-ID-01-d4-random40-s0,F1,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
C,INC-F1-T-ID-01-d4-random40-s0,F1,4,random40,0.375,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0,0,0,0,4,4,9,5,0,0,2,0,,,,
D,INC-F1-T-ID-01-d4-random40-s0,F1,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,4,0,0,5,5,0,2,1,0.0096,3.0,2464.0,1.0
E,INC-F1-T-ID-01-d4-random40-s0,F1,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,4,0,0,5,5,0,2,1,0.0079,3.0,2464.0,1.0
F,INC-F1-T-ID-01-d4-random40-s0,F1,4,random40,0.375,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4,4,9,5,0,0,2,0,0.0799,30.0,27087.0,2.0
G,INC-F1-T-ID-01-d4-random40-s0,F1,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4,4,4,5,5,0,2,0,,,,
H,INC-F1-T-ID-01-d4-random40-s0,F1,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,5,4,4,4,4,4,5,5,4,2,0,,,,
I,INC-F1-T-ID-01-d4-random40-s0,F1,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32,22,13,4,4,4,4,5,5,4,2,0,0.1192,15.0,13556.0,2.0
A,INC-F1-T-ID-01-d4-random60-s0,F1,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
B,INC-F1-T-ID-01-d4-random60-s0,F1,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
C,INC-F1-T-ID-01-d4-random60-s0,F1,4,random60,0.625,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0,0,0,0,4,4,9,5,0,0,2,0,,,,
D,INC-F1-T-ID-01-d4-random60-s0,F1,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,4,0,0,5,5,0,2,1,0.0098,3.0,2456.0,1.0
E,INC-F1-T-ID-01-d4-random60-s0,F1,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,4,0,0,5,5,0,2,1,0.0103,3.0,2456.0,1.0
F,INC-F1-T-ID-01-d4-random60-s0,F1,4,random60,0.625,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4,4,9,5,0,0,2,0,0.0818,30.0,27088.0,2.0
G,INC-F1-T-ID-01-d4-random60-s0,F1,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4,4,4,5,5,0,2,0,,,,
H,INC-F1-T-ID-01-d4-random60-s0,F1,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,5,4,4,4,4,4,5,5,4,2,0,,,,
I,INC-F1-T-ID-01-d4-random60-s0,F1,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32,22,13,4,4,4,4,5,5,4,2,0,0.0806,15.0,13544.0,2.0
A,INC-F1-T-ID-01-d4-targeted-s0,F1,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
B,INC-F1-T-ID-01-d4-targeted-s0,F1,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
C,INC-F1-T-ID-01-d4-targeted-s0,F1,4,targeted,0.75,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0,0,0,0,4,4,9,5,0,0,2,0,,,,
D,INC-F1-T-ID-01-d4-targeted-s0,F1,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,4,0,0,5,5,0,2,1,0.01,3.0,2498.0,1.0
E,INC-F1-T-ID-01-d4-targeted-s0,F1,4,targeted,0.75,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,4,0,0,5,5,0,2,1,0.0066,3.0,2498.0,1.0
F,INC-F1-T-ID-01-d4-targeted-s0,F1,4,targeted,0.75,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4,4,9,5,0,0,2,0,0.0832,30.0,27211.0,2.0
G,INC-F1-T-ID-01-d4-targeted-s0,F1,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4,4,4,5,5,0,2,0,,,,
H,INC-F1-T-ID-01-d4-targeted-s0,F1,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,5,4,4,4,4,4,5,5,4,2,0,,,,
I,INC-F1-T-ID-01-d4-targeted-s0,F1,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32,22,13,4,4,4,4,5,5,4,2,0,0.0688,15.0,13603.0,2.0
A,INC-F1-T-ID-06-d4-complete-s0,F1,4,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
B,INC-F1-T-ID-06-d4-complete-s0,F1,4,complete,0.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
C,INC-F1-T-ID-06-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0,0,0,0,4,4,9,5,0,0,2,0,,,,
D,INC-F1-T-ID-06-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12,8,4,0,4,4,4,5,5,0,2,0,0.0656,15.0,13711.0,4.0
E,INC-F1-T-ID-06-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18,13,8,4,4,4,4,5,5,4,2,0,0.0665,15.0,13711.0,4.0
F,INC-F1-T-ID-06-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4,4,9,5,0,0,2,0,0.0854,30.0,27321.0,2.0
G,INC-F1-T-ID-06-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4,4,4,5,5,0,2,0,,,,
H,INC-F1-T-ID-06-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,5,4,4,4,4,4,5,5,4,2,0,,,,
I,INC-F1-T-ID-06-d4-complete-s0,F1,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32,22,13,4,4,4,4,5,5,4,2,0,0.084,15.0,13711.0,2.0
A,INC-F1-T-ID-06-d4-random20-s0,F1,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
B,INC-F1-T-ID-06-d4-random20-s0,F1,4,random20,0.25,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
C,INC-F1-T-ID-06-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0,0,0,0,4,4,9,5,0,0,2,0,,,,
D,INC-F1-T-ID-06-d4-random20-s0,F1,4,random20,0.25,0.3333333333333333,0.25,1.0,1.0,0.5,0.0,0.0,0.0,2,2,1,0,4,1,1,5,5,0,2,1,0.019,6.0,4929.0,2.0
E,INC-F1-T-ID-06-d4-random20-s0,F1,4,random20,0.25,0.3333333333333333,0.25,1.0,1.0,0.5,0.0,0.0,0.0,4,4,2,1,4,1,1,5,5,1,2,1,0.0166,6.0,4929.0,2.0
F,INC-F1-T-ID-06-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4,4,9,5,0,0,2,0,0.0969,30.0,27317.0,2.0
G,INC-F1-T-ID-06-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4,4,4,5,5,0,2,0,,,,
H,INC-F1-T-ID-06-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,5,4,4,4,4,4,5,5,4,2,0,,,,
I,INC-F1-T-ID-06-d4-random20-s0,F1,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32,22,13,4,4,4,4,5,5,4,2,0,0.0749,15.0,13705.0,2.0
A,INC-F1-T-ID-06-d4-random40-s0,F1,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
B,INC-F1-T-ID-06-d4-random40-s0,F1,4,random40,0.375,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
C,INC-F1-T-ID-06-d4-random40-s0,F1,4,random40,0.375,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0,0,0,0,4,4,9,5,0,0,2,0,,,,
D,INC-F1-T-ID-06-d4-random40-s0,F1,4,random40,0.375,0.3333333333333333,0.25,1.0,1.0,0.5,0.0,0.0,0.0,2,2,1,0,4,1,1,5,5,0,2,1,0.0176,6.0,4932.0,2.0
E,INC-F1-T-ID-06-d4-random40-s0,F1,4,random40,0.375,0.3333333333333333,0.25,1.0,1.0,0.5,0.0,0.0,0.0,4,4,2,1,4,1,1,5,5,1,2,1,0.0197,6.0,4932.0,2.0
F,INC-F1-T-ID-06-d4-random40-s0,F1,4,random40,0.375,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4,4,9,5,0,0,2,0,0.0838,30.0,27255.0,2.0
G,INC-F1-T-ID-06-d4-random40-s0,F1,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,4,4,4,5,5,0,2,0,,,,
H,INC-F1-T-ID-06-d4-random40-s0,F1,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,5,4,4,4,4,4,5,5,4,2,0,,,,
I,INC-F1-T-ID-06-d4-random40-s0,F1,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32,22,13,4,4,4,4,5,5,4,2,0,0.0787,15.0,13688.0,2.0
A,INC-F1-T-ID-06-d4-random60-s0,F1,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
B,INC-F1-T-ID-06-d4-random60-s0,F1,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0,0,0,0,4,0,0,5,5,0,2,1,,,,
C,INC-F1-T-ID-06-d4-random60-s0,F1,4,random60,0.625,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,1.0,0,0,0,0,4,4,9,5,0,0,2,0,,,,
D,INC-F1-T-ID-06-d4-random60-s0,F1,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,4,0,0,5,5,0,2,1,0.0097,3.0,2470.0,1.0
E,INC-F1-T-ID-06-d4-random60-s0,F1,4,random60,0.625,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,4,0,0,5,5,0,2,1,0.0071,3.0,2470.0,1.0
F,INC-F1-T-ID-06-d4-random60-s0,F1,4,random60,0.625,0.0,1.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0,0,0,0,4,4,9,5,0,0,2,0,0.0868,30.0,27286.0,2.0
